,busID,ProximaParada,Ruta,Orientacion,rangoHora,tiempoRecorrido
110,2731,229,1688,0.0,20.0,63.0
111,3149,234,6283,1.0,18.0,61.0
112,4215,143,10174,0.0,20.0,222.0
113,4215,143,10174,0.0,8.5,63.0
114,525,271,10905,0.0,20.5,63.0
115,6055,92,7286,0.0,11.0,63.0
116,508,232,5777,1.0,19.0,62.0
117,3600,261,10570,1.0,0.5,93.0
118,3600,261,10570,1.0,2.5,444.0
119,3600,261,10570,1.0,4.5,311.0
120,395,16,4160,0.0,19.5,126.0
121,395,16,4160,0.0,21.5,64.0
122,5201,129,6922,0.0,19.0,31.0
123,6024,283,172,1.0,11.0,32.0
124,6024,283,172,1.0,18.0,63.0
125,6024,283,172,1.0,20.5,31.0
126,6024,283,172,1.0,5.0,32.0
127,6024,283,172,1.0,5.0,0.0
128,6024,283,172,1.0,7.0,63.0
129,3990,12,4090,0.0,9.5,32.0
130,8022,155,8140,0.0,23.5,33.0
131,8022,155,8140,0.0,1.5,34.0
132,8022,155,8140,0.0,3.5,33.0
133,442,44,5216,1.0,18.5,126.0
134,3626,265,11856,0.0,15.5,31.0
135,3626,265,11856,0.0,20.0,157.0
136,3626,265,11856,0.0,4.5,158.0
137,6642,121,6651,0.0,10.5,62.0
138,5172,31,12404,0.0,12.5,880.0
139,4566,29,5385,1.0,14.0,31.0
140,5572,64,4,0.0,22.5,218.0
141,5572,64,4,0.0,1.5,95.0
142,5572,64,4,0.0,4.5,189.0
143,5572,64,4,0.0,7.0,218.0
144,3803,131,7704,0.0,0.5,31.0
145,3829,103,6767,1.0,17.5,95.0
146,3829,103,6767,1.0,20.5,34.0
147,3829,103,6767,1.0,23.5,33.0
148,3829,103,6767,1.0,2.5,99.0
149,3575,293,11564,1.0,6.0,30.0
150,3575,293,11564,1.0,8.5,0.0
151,4847,144,9671,1.0,17.5,31.0
152,4847,144,9671,1.0,23.0,32.0
153,4847,144,9671,1.0,2.0,32.0
154,4847,144,9671,1.0,4.5,62.0
155,4847,144,9671,1.0,7.5,63.0
156,6277,187,2091,1.0,19.5,95.0
157,6277,187,2091,1.0,6.0,95.0
158,3099,240,7488,1.0,7.0,191.0
159,9637,160,9446,1.0,2.0,31.0
160,6578,7,12191,1.0,3.5,32.0
161,6567,45,3383,1.0,1.5,63.0
162,9518,15,5082,0.0,7.0,94.0
163,9518,15,5082,0.0,8.0,64.0
164,3718,270,10851,0.0,1.5,31.0
165,3718,270,10851,0.0,4.5,32.0
166,3718,270,10851,0.0,7.0,32.0
167,5025,7,3906,1.0,3.5,0.0
168,5025,7,3906,1.0,4.5,32.0
169,6233,189,2098,1.0,4.5,31.0
170,7575,16,4169,0.0,3.5,0.0
171,7575,16,4169,0.0,5.5,64.0
172,3346,237,8098,0.0,3.0,158.0
173,3346,237,8098,0.0,6.0,126.0
174,4848,2,5763,0.0,23.0,159.0
175,4848,2,5763,0.0,0.5,31.0
176,9350,170,9280,0.0,21.5,30.0
177,9350,170,9280,0.0,23.5,0.0
178,9350,170,9280,0.0,2.5,94.0
179,199,285,11992,1.0,18.5,223.0
180,199,285,11992,1.0,21.5,349.0
181,3604,257,11603,1.0,17.5,95.0
182,3604,257,11603,1.0,19.0,63.0
183,3604,257,11603,1.0,21.5,126.0
184,3604,257,11603,1.0,22.5,124.0
185,3604,257,11603,1.0,0.0,127.0
186,3604,257,11603,1.0,2.0,63.0
187,3604,257,11603,1.0,3.5,62.0
188,3604,257,11603,1.0,5.5,62.0
189,5733,82,1433,0.0,2.5,94.0
190,5733,82,1433,0.0,5.0,126.0
191,5733,82,1433,0.0,8.5,0.0
192,5733,82,1433,0.0,10.5,0.0
193,2824,209,7909,1.0,6.5,406.0
194,8002,155,8137,0.0,11.0,0.0
195,8002,155,8137,0.0,8.5,37.0
196,2253,227,12260,1.0,19.0,627.0
197,2253,227,12260,1.0,19.0,472.0
198,6173,179,2313,1.0,17.0,0.0
199,6173,179,2313,1.0,19.5,0.0
200,6173,179,2313,1.0,22.0,31.0
201,6173,179,2313,1.0,1.0,32.0
202,6730,119,6642,1.0,2.5,62.0
203,4105,163,9578,0.0,15.0,63.0
204,4105,163,9578,0.0,20.5,93.0
205,4105,163,9578,0.0,0.0,31.0
206,4592,28,4617,0.0,17.5,64.0
207,4592,28,4617,0.0,20.0,62.0
208,4592,28,4617,0.0,1.5,62.0
209,4592,28,4617,0.0,3.5,128.0
210,4536,164,6247,1.0,18.0,31.0
211,4536,164,6247,1.0,20.0,32.0
212,4536,164,6247,1.0,0.5,31.0
213,4536,164,6247,1.0,3.0,31.0
214,4536,164,6247,1.0,5.5,63.0
215,4882,35,3310,1.0,14.0,62.0
216,4882,35,3310,1.0,7.5,31.0
217,4882,35,3310,1.0,10.0,0.0
218,3522,284,12077,0.0,4.0,93.0
219,3522,284,12077,0.0,6.5,159.0
220,8031,141,8222,1.0,5.0,0.0
221,8031,141,8222,1.0,6.5,62.0
222,8031,141,8222,1.0,8.0,0.0
223,253,24,5111,0.0,15.5,94.0
224,253,24,5111,0.0,17.0,126.0
225,253,24,5111,0.0,19.5,32.0
226,253,24,5111,0.0,22.0,158.0
227,4052,187,1905,0.0,11.5,31.0
228,4052,187,1905,0.0,1.0,0.0
229,3839,114,6579,1.0,7.0,63.0
230,3839,114,6579,1.0,10.0,0.0
231,3241,299,10751,0.0,5.0,31.0
232,5569,64,1517,1.0,16.5,94.0
233,5569,64,1517,1.0,18.5,31.0
234,5569,64,1517,1.0,21.5,314.0
235,5569,64,1517,1.0,0.0,158.0
236,5569,64,1517,1.0,5.5,125.0
237,4856,40,5658,1.0,2.0,64.0
238,4856,40,5658,1.0,4.5,94.0
239,4856,40,5658,1.0,6.5,32.0
240,4856,40,5658,1.0,8.0,32.0
241,4856,40,5658,1.0,9.5,93.0
242,3607,270,10874,1.0,11.0,0.0
243,3607,270,10874,1.0,16.5,0.0
244,3607,270,10874,1.0,19.0,0.0
245,3370,248,8068,0.0,19.5,253.0
246,3370,248,8068,0.0,20.0,477.0
247,3370,248,8068,0.0,0.0,344.0
248,3753,255,12117,0.0,23.5,31.0
249,3753,255,12117,0.0,1.0,0.0
250,3753,255,12117,0.0,3.5,31.0
251,3825,111,7462,1.0,17.5,31.0
252,3825,111,7462,1.0,19.0,0.0
253,3825,111,7462,1.0,20.0,0.0
254,3825,111,7462,1.0,22.5,31.0
255,3825,111,7462,1.0,0.0,32.0
256,3777,269,10770,0.0,18.5,32.0
257,3777,269,10770,0.0,20.0,64.0
258,3777,269,10770,0.0,22.0,31.0
259,3777,269,10770,0.0,23.5,63.0
260,3777,269,10770,0.0,1.5,64.0
261,3777,269,10770,0.0,3.0,94.0
262,3777,269,10770,0.0,4.5,94.0
263,3777,269,10770,0.0,6.5,62.0
264,9617,0,2920,0.0,17.0,0.0
265,9617,0,2920,0.0,19.0,63.0
266,9617,0,2920,0.0,21.0,32.0
267,9617,0,2920,0.0,23.5,31.0
268,9617,0,2920,0.0,7.5,32.0
269,9638,170,9841,1.0,20.5,63.0
270,7071,186,1938,1.0,19.0,94.0
271,7071,186,1938,1.0,22.0,94.0
272,3246,299,10732,0.0,4.5,186.0
273,6268,174,1782,0.0,16.5,31.0
274,6268,174,1782,0.0,19.5,57.0
275,6088,92,236,1.0,16.0,32.0
276,6088,92,236,1.0,18.0,95.0
277,6088,92,236,1.0,20.0,31.0
278,6088,92,236,1.0,22.5,32.0
279,6088,92,236,1.0,0.0,94.0
280,6088,92,236,1.0,2.5,157.0
281,6088,92,236,1.0,5.0,156.0
282,6088,92,236,1.0,7.0,32.0
283,4546,19,4297,0.0,23.0,62.0
284,4546,19,4297,0.0,4.5,0.0
285,4546,19,4297,0.0,7.0,23.0
286,458,43,5252,0.0,18.5,31.0
287,458,43,5252,0.0,20.5,94.0
288,458,43,5252,0.0,23.0,31.0
289,5639,107,6998,0.0,13.0,32.0
290,5639,107,6998,0.0,17.5,33.0
291,5639,107,6998,0.0,21.0,0.0
292,5639,107,6998,0.0,1.5,31.0
293,5639,107,6998,0.0,5.0,32.0
294,4906,140,9459,1.0,1.5,96.0
295,9407,17,4234,0.0,19.0,0.0
296,9407,17,4234,0.0,20.5,64.0
297,9407,17,4234,0.0,2.0,126.0
298,555,277,11128,0.0,18.5,31.0
299,555,277,11128,0.0,20.5,62.0
300,8943,270,10882,1.0,5.0,63.0
301,306,79,932,1.0,2.5,125.0
302,306,79,932,1.0,4.0,248.0
303,434,37,5362,0.0,4.0,63.0
304,434,37,5362,0.0,6.0,63.0
305,434,37,5362,0.0,9.5,0.0
306,260,48,3433,0.0,0.5,64.0
307,260,48,3433,0.0,4.0,62.0
308,260,48,3433,0.0,7.0,126.0
309,260,48,3433,0.0,8.0,32.0
310,2856,206,1852,1.0,6.5,64.0
311,9265,169,8489,1.0,22.5,0.0
312,9265,169,8489,1.0,0.5,32.0
313,3896,104,7123,0.0,3.0,191.0
314,3896,104,7123,0.0,4.5,64.0
315,3896,104,7123,0.0,5.5,32.0
316,4853,5,3566,1.0,16.5,0.0
317,4853,5,3566,1.0,19.5,33.0
318,4563,38,6004,0.0,3.5,221.0
319,4563,38,6004,0.0,6.0,0.0
320,4767,67,282,0.0,0.5,219.0
321,4767,67,282,0.0,5.0,93.0
322,4767,67,282,0.0,7.5,63.0
323,6568,160,9960,1.0,3.5,95.0
324,6568,160,9960,1.0,6.5,32.0
325,6568,160,9960,1.0,9.0,0.0
326,3585,290,10054,1.0,20.5,62.0
327,3585,290,10054,1.0,20.5,0.0
328,6038,54,226,0.0,18.0,31.0
329,6038,54,226,0.0,20.0,0.0
330,6832,162,9508,0.0,22.5,32.0
331,6832,162,9508,0.0,3.5,65.0
332,6832,162,9508,0.0,6.0,190.0
333,9479,30,5647,0.0,16.5,64.0
334,9486,3,3524,0.0,3.5,22.0
335,295,75,833,1.0,19.0,64.0
336,4236,28,4625,1.0,7.0,63.0
337,3137,309,9288,1.0,19.0,31.0
338,8089,153,8349,1.0,18.5,95.0
339,8089,153,8349,1.0,19.5,186.0
340,8089,153,8349,1.0,21.0,92.0
341,8089,153,8349,1.0,22.5,124.0
342,8089,153,8349,1.0,23.5,31.0
343,7635,76,846,0.0,18.5,63.0
344,7635,76,846,0.0,22.0,96.0
345,7635,76,846,0.0,0.0,0.0
346,3749,280,12148,0.0,6.5,63.0
347,3749,280,12148,0.0,9.0,63.0
348,9205,166,9333,1.0,18.5,0.0
349,9205,166,9333,1.0,20.5,0.0
350,7072,178,2578,1.0,2.5,62.0
351,7072,178,2578,1.0,4.5,0.0
352,7072,178,2578,1.0,7.0,0.0
353,7072,178,2578,1.0,10.5,0.0
354,6441,157,9222,1.0,3.0,32.0
355,6441,157,9222,1.0,5.0,0.0
356,4401,54,1467,0.0,17.0,33.0
357,4401,54,1467,0.0,19.5,63.0
358,4401,54,1467,0.0,21.5,32.0
359,4401,54,1467,0.0,23.5,64.0
360,4401,54,1467,0.0,2.0,63.0
361,4401,54,1467,0.0,4.0,32.0
362,4401,54,1467,0.0,6.5,126.0
363,4401,54,1467,0.0,8.5,0.0
364,3995,12,4291,0.0,16.5,0.0
365,3995,12,4291,0.0,18.5,63.0
366,3995,12,4291,0.0,21.0,0.0
367,3995,12,4291,0.0,23.0,32.0
368,3995,12,4291,0.0,1.5,32.0
369,3995,12,4291,0.0,3.5,94.0
370,3995,12,4291,0.0,6.0,32.0
371,7004,188,2777,0.0,8.0,0.0
372,7004,188,2777,0.0,9.5,0.0
373,586,232,6300,0.0,5.5,63.0
374,586,232,6300,0.0,6.5,125.0
375,6615,162,9510,0.0,22.0,0.0
376,6615,162,9510,0.0,0.5,0.0
377,6615,162,9510,0.0,3.0,62.0
378,562,271,10920,0.0,21.0,124.0
379,562,271,10920,0.0,0.0,63.0
380,562,271,10920,0.0,2.5,33.0
381,562,271,10920,0.0,7.0,0.0
382,6598,50,12386,1.0,23.0,191.0
383,6598,50,12386,1.0,0.5,220.0
384,6598,50,12386,1.0,2.0,795.0
385,6598,50,12386,1.0,4.0,856.0
386,6598,50,12386,1.0,6.5,597.0
387,6598,50,12386,1.0,8.0,535.0
388,4349,54,220,0.0,20.0,0.0
389,4349,54,220,0.0,22.0,0.0
390,4349,54,220,0.0,0.5,0.0
391,4349,54,220,0.0,2.5,64.0
392,6406,121,6718,0.0,7.5,64.0
393,6406,121,6718,0.0,10.5,31.0
394,8796,278,11171,1.0,20.5,0.0
395,8796,278,11171,1.0,22.5,33.0
396,3606,267,12088,0.0,23.5,32.0
397,3606,267,12088,0.0,1.5,32.0
398,3606,267,12088,0.0,4.0,31.0
399,3606,267,12088,0.0,5.5,62.0
400,3606,267,12088,0.0,7.0,0.0
401,3291,306,9556,1.0,17.5,64.0
402,6552,19,4292,0.0,8.0,62.0
403,6552,19,4292,0.0,10.0,62.0
404,9401,35,3302,1.0,17.0,31.0
405,4896,0,2985,1.0,6.0,128.0
406,4896,0,2985,1.0,8.0,63.0
407,6851,142,9110,1.0,2.5,63.0
408,6851,142,9110,1.0,6.0,62.0
409,4868,35,3258,0.0,18.0,33.0
410,4868,35,3258,0.0,6.0,221.0
411,4868,35,3258,0.0,8.5,32.0
412,4101,163,9609,1.0,17.5,32.0
413,4101,163,9609,1.0,9.5,63.0
414,404,52,3493,0.0,18.5,124.0
415,404,52,3493,0.0,21.0,95.0
416,404,52,3493,0.0,23.5,94.0
417,4390,73,77,0.0,16.5,31.0
418,4390,73,77,0.0,18.0,31.0
419,4390,73,77,0.0,19.5,63.0
420,4390,73,77,0.0,21.0,0.0
421,4390,73,77,0.0,22.5,0.0
422,4390,73,77,0.0,0.0,63.0
423,4390,73,77,0.0,4.0,63.0
424,4148,276,11074,0.0,11.5,32.0
425,4148,276,11074,0.0,12.5,31.0
426,6864,143,9129,0.0,8.5,34.0
427,6579,27,4407,1.0,16.0,31.0
428,6579,27,4407,1.0,17.5,190.0
429,6579,27,4407,1.0,19.0,407.0
430,6579,27,4407,1.0,21.0,126.0
431,6579,27,4407,1.0,23.0,631.0
432,6579,27,4407,1.0,8.0,95.0
433,6579,27,4407,1.0,9.5,95.0
434,9444,34,6214,1.0,17.5,97.0
435,9444,34,6214,1.0,20.0,31.0
436,9444,34,6214,1.0,7.0,0.0
437,4055,183,1894,1.0,4.0,119.0
438,4578,25,4544,1.0,17.5,64.0
439,4578,25,4544,1.0,20.5,93.0
440,4522,32,4855,1.0,13.5,96.0
441,6623,5,12140,0.0,17.0,284.0
442,6623,5,12140,0.0,21.5,252.0
443,8031,141,8184,1.0,5.0,63.0
444,8031,141,8184,1.0,6.5,93.0
445,8031,141,8184,1.0,8.0,0.0
446,5200,101,7408,1.0,6.5,63.0
447,5200,101,7408,1.0,8.5,64.0
448,4435,187,2383,1.0,19.0,124.0
449,4435,187,2383,1.0,4.0,63.0
450,4435,187,2383,1.0,7.5,0.0
451,8852,36,5004,0.0,19.5,31.0
452,8852,36,5004,0.0,23.5,0.0
453,2480,217,7876,0.0,22.0,63.0
454,2480,217,7876,0.0,0.5,0.0
455,4513,189,2611,0.0,22.0,32.0
456,8073,148,8253,1.0,7.5,31.0
457,8073,148,8253,1.0,9.5,94.0
458,5585,94,275,0.0,17.0,94.0
459,5585,94,275,0.0,19.0,94.0
460,5585,94,275,0.0,22.5,93.0
461,5585,94,275,0.0,1.0,156.0
462,5585,94,275,0.0,3.5,31.0
463,5585,94,275,0.0,5.5,31.0
464,5585,94,275,0.0,8.0,62.0
465,5585,94,275,0.0,10.0,63.0
466,9506,160,10059,1.0,18.5,32.0
467,9506,160,10059,1.0,23.0,63.0
468,9500,9,5611,1.0,19.5,0.0
469,9500,9,5611,1.0,21.5,64.0
470,9500,9,5611,1.0,0.0,0.0
471,9500,9,5611,1.0,7.0,31.0
472,9565,170,8151,0.0,3.5,62.0
473,9565,170,8151,0.0,5.5,31.0
474,5873,99,6749,0.0,23.0,33.0
475,5873,99,6749,0.0,7.0,0.0
476,633,277,11147,1.0,8.0,64.0
477,3317,237,8118,1.0,22.5,244.0
478,5047,28,5686,0.0,18.0,0.0
479,5047,28,5686,0.0,20.0,64.0
480,7659,76,873,1.0,17.0,31.0
481,7659,76,873,1.0,19.0,63.0
482,7659,76,873,1.0,21.0,31.0
483,7659,76,873,1.0,0.5,63.0
484,6587,50,5404,0.0,18.0,63.0
485,564,271,10926,0.0,21.0,0.0
486,564,271,10926,0.0,23.5,63.0
487,6167,178,1772,0.0,18.5,32.0
488,6418,119,6596,0.0,0.0,127.0
489,6418,119,6596,0.0,4.0,219.0
490,5050,31,4765,0.0,19.5,63.0
491,5187,25,5936,0.0,18.5,64.0
492,5187,25,5936,0.0,21.5,62.0
493,5187,25,5936,0.0,0.5,96.0
494,7079,176,1688,0.0,20.5,31.0
495,5796,64,1598,0.0,19.0,158.0
496,5796,64,1598,0.0,22.0,126.0
497,5796,64,1598,0.0,1.0,189.0
498,5796,64,1598,0.0,3.5,125.0
499,4537,164,10100,1.0,13.5,127.0
500,4828,5,12563,0.0,23.5,158.0
501,4828,5,12563,0.0,3.0,0.0
502,4828,5,12563,0.0,9.0,32.0
503,9504,160,9435,1.0,11.5,442.0
504,4171,143,8658,1.0,17.5,31.0
505,4171,143,8658,1.0,23.5,63.0
506,4171,143,8658,1.0,2.5,32.0
507,6518,12,4104,1.0,18.0,62.0
508,6518,12,4104,1.0,20.0,65.0
509,6518,12,4104,1.0,22.5,32.0
510,6518,12,4104,1.0,0.5,32.0
511,6518,12,4104,1.0,5.0,32.0
512,6518,12,4104,1.0,7.5,64.0
513,4537,29,5373,0.0,18.0,32.0
514,4575,8,3014,1.0,5.0,30.0
515,4575,8,3014,1.0,6.0,0.0
516,4575,8,3014,1.0,8.5,0.0
517,4575,8,3014,1.0,9.0,31.0
518,4575,8,3014,1.0,10.0,63.0
519,4575,8,3014,1.0,10.5,63.0
520,9683,22,5788,0.0,23.5,0.0
521,9683,22,5788,0.0,2.0,64.0
522,9683,22,5788,0.0,4.5,95.0
523,9683,22,5788,0.0,4.5,0.0
524,9670,163,9569,0.0,17.5,32.0
525,668,48,5327,0.0,13.0,32.0
526,668,48,5327,0.0,15.0,31.0
527,6892,142,10169,1.0,0.0,31.0
528,6892,142,10169,1.0,6.5,31.0
529,7644,79,930,1.0,8.5,31.0
530,6591,49,4834,0.0,3.0,0.0
531,6591,49,4834,0.0,6.5,0.0
532,6591,49,4834,0.0,9.5,31.0
533,653,271,10934,0.0,14.0,31.0
534,653,271,10934,0.0,16.5,32.0
535,653,271,10934,0.0,19.0,0.0
536,653,271,10934,0.0,21.0,0.0
537,653,271,10934,0.0,23.0,63.0
538,653,271,10934,0.0,1.5,33.0
539,653,271,10934,0.0,4.5,0.0
540,653,271,10934,0.0,7.0,31.0
541,4422,60,471,1.0,16.0,189.0
542,4422,60,471,1.0,18.0,126.0
543,4422,60,471,1.0,19.5,126.0
544,6387,119,6618,0.0,1.0,32.0
545,6387,119,6618,0.0,5.5,0.0
546,6387,119,6618,0.0,9.0,0.0
547,4971,5,3605,0.0,17.5,32.0
548,4971,5,3605,0.0,23.5,31.0
549,4971,5,3605,0.0,3.5,63.0
550,4971,5,3605,0.0,6.5,127.0
551,4255,190,2065,0.0,20.0,63.0
552,4255,190,2065,0.0,22.5,62.0
553,4255,190,2065,0.0,1.0,0.0
554,4255,190,2065,0.0,3.5,102.0
555,4255,190,2065,0.0,6.0,31.0
556,4255,190,2065,0.0,9.5,31.0
557,4464,146,8283,0.0,16.0,32.0
558,4871,40,2960,1.0,19.0,32.0
559,4871,40,2960,1.0,21.0,63.0
560,4871,40,2960,1.0,23.0,124.0
561,4871,40,2960,1.0,1.5,31.0
562,4871,40,2960,1.0,3.5,31.0
563,3503,268,10579,1.0,22.5,30.0
564,6642,121,6702,1.0,20.5,252.0
565,6642,121,6702,1.0,1.0,254.0
566,6642,121,6702,1.0,6.0,316.0
567,6642,121,6702,1.0,9.5,0.0
568,7048,176,2807,0.0,3.5,68.0
569,7036,176,2833,0.0,18.5,31.0
570,6007,92,6674,0.0,17.5,64.0
571,6007,92,6674,0.0,19.0,63.0
572,3760,251,10291,1.0,19.0,158.0
573,3760,251,10291,1.0,21.0,161.0
574,3760,251,10291,1.0,22.5,0.0
575,3760,251,10291,1.0,22.5,95.0
576,3760,251,10291,1.0,0.0,61.0
577,422,39,5156,1.0,6.5,31.0
578,3035,302,8033,0.0,21.5,126.0
579,3877,121,12518,0.0,12.0,126.0
580,3272,248,1160,0.0,6.5,162.0
581,2239,236,5500,0.0,3.5,631.0
582,468,16,4169,0.0,3.0,0.0
583,468,16,4169,0.0,5.5,31.0
584,7703,70,144,0.0,18.0,93.0
585,7703,70,144,0.0,19.0,31.0
586,7703,70,144,0.0,20.0,93.0
587,7703,70,144,0.0,21.5,98.0
588,7703,70,144,0.0,22.5,0.0
589,7703,70,144,0.0,0.0,94.0
590,7703,70,144,0.0,1.0,94.0
591,7703,70,144,0.0,2.0,62.0
592,7703,70,144,0.0,3.5,32.0
593,7703,70,144,0.0,4.5,93.0
594,7703,70,144,0.0,6.0,63.0
595,566,271,10938,1.0,18.0,31.0
596,566,271,10938,1.0,21.0,0.0
597,8907,121,6672,0.0,0.5,63.0
598,8907,121,6672,0.0,6.0,32.0
599,6185,97,7281,0.0,21.5,63.0
600,6185,97,7281,0.0,0.5,0.0
601,6185,97,7281,0.0,4.5,0.0
602,4061,71,651,0.0,18.0,95.0
603,4061,71,651,0.0,21.0,0.0
604,4061,71,651,0.0,23.5,31.0
605,4061,71,651,0.0,2.0,0.0
606,4061,71,651,0.0,7.0,0.0
607,4061,71,651,0.0,9.5,31.0
608,6164,179,2691,0.0,21.0,840.0
609,6164,179,2691,0.0,23.0,858.0
610,3877,119,6461,1.0,18.5,31.0
611,6118,78,889,0.0,18.0,94.0
612,6452,167,8290,1.0,8.0,32.0
613,2110,211,12588,0.0,18.0,1894.0
614,2401,202,2075,0.0,0.5,31.0
615,2401,202,2075,0.0,5.0,95.0
616,2401,202,2075,0.0,10.0,31.0
617,5114,17,4253,1.0,18.0,62.0
618,5114,17,4253,1.0,20.0,95.0
619,6402,119,7409,1.0,18.5,63.0
620,4434,189,2087,1.0,17.5,36.0
621,4434,189,2087,1.0,0.0,33.0
622,6453,157,9203,1.0,3.5,32.0
623,288,93,1312,1.0,3.0,31.0
624,3601,287,11437,0.0,3.0,33.0
625,3601,287,11437,0.0,5.5,63.0
626,3601,287,11437,0.0,6.0,31.0
627,3601,287,11437,0.0,8.5,0.0
628,6131,158,9772,0.0,3.0,30.0
629,6131,158,9772,0.0,5.0,0.0
630,6131,158,9772,0.0,6.0,31.0
631,6297,36,5045,1.0,2.5,32.0
632,6297,36,5045,1.0,5.5,31.0
633,4812,5,3569,1.0,2.0,0.0
634,4812,5,3569,1.0,5.0,31.0
635,9507,29,4354,0.0,0.0,97.0
636,9507,29,4354,0.0,2.5,0.0
637,6426,119,6645,1.0,19.0,191.0
638,6426,119,6645,1.0,23.0,92.0
639,6426,119,6645,1.0,3.0,191.0
